thread_id,title,youtube_url,lap,turn,fault_pct_driver_a,fault_pct_driver_b,ruling,reason
15523,Straight Weave Block,https://youtu.be/kseenlbwe1x,17,straight,0,0,Defender Fault,Two moves on straight - One Move Rule violation
15524,Exit Vortex Contact,https://youtu.be/9rxuo6qg19y,34,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15525,T4 Divebomb - Blind Spot Pass,https://youtu.be/uqvujjbpvyr,9,4,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15526,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/rav8o3k7x43,50,straight,20,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15527,Exit Vortex Contact,https://youtu.be/t2f69vedbwf,32,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15528,T5 Divebomb - Blind Spot Pass,https://youtu.be/j2yt3dm8t9a,47,5,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15529,Netcode Yeet on Exit,https://youtu.be/ds23wit9yhi,38,straight,100,0,Racing Incident,"Server replay clean, client lag artifact"
15530,Exit Vortex Contact,https://youtu.be/1y3gjrk1ab6,39,7,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15531,Exit Vortex Contact,https://youtu.be/z439oocqn6e,32,straight,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15532,Exit Vortex Contact,https://youtu.be/2a24kyfwqoj,46,5,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15533,T14 Divebomb - Blind Spot Pass,https://youtu.be/xau0upvg28g,36,14,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15534,Exit Vortex Contact,https://youtu.be/k3pac7lb7i6,25,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15535,Apex Cut - Track Limits,https://youtu.be/b9jqo2prhj0,33,3,70,30,Inside Driver Fault,"Cut apex, forced outside car wide"
15536,Kerb Strike Oversteer,https://youtu.be/g4zus419f1p,15,1,80,20,Inside Driver Fault,Excessive kerb use caused snap
15537,Straight Weave Block,https://youtu.be/5xm6v5vl9s8,45,straight,100,0,Defender Fault,Two moves on straight - One Move Rule violation
15538,Outside Pass Late Commitment,https://youtu.be/w6ec08lykef,16,straight,70,30,Outside Driver Fault,Not visible at apex - Exit Vortex
15539,T5 Divebomb - Blind Spot Pass,https://youtu.be/w2fd655v356,39,5,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15540,Exit Vortex Contact,https://youtu.be/thf7pgdqc0x,22,12,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15541,Brake Test Divebomb,https://youtu.be/n9syygkk603,17,14,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
15542,Brake Test Divebomb,https://youtu.be/a0sdr6olbmi,35,straight,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
15543,T12 Divebomb - Blind Spot Pass,https://youtu.be/4agrstzh5y2,38,12,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15544,T9 Divebomb - Blind Spot Pass,https://youtu.be/caxhayndryz,40,9,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15545,Kerb Strike Oversteer,https://youtu.be/zz8x1db5u46,16,8,80,20,Inside Driver Fault,Excessive kerb use caused snap
15546,Outside Pass Late Commitment,https://youtu.be/3xf071bf39y,28,2,80,20,Outside Driver Fault,Not visible at apex - Exit Vortex
15547,T10 Divebomb - Blind Spot Pass,https://youtu.be/qaccwves8mj,24,10,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15548,Kerb Strike Oversteer,https://youtu.be/x0n4j05re5p,39,6,85,15,Inside Driver Fault,Excessive kerb use caused snap
15549,Exit Vortex Contact,https://youtu.be/xz2o2f1syzd,6,6,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15550,Rejoin Unsafe After Spin,https://youtu.be/712w7bzfukx,37,3,100,0,Spinner Fault,Rejoined without checking mirrors
15551,Rejoin Unsafe After Spin,https://youtu.be/0fnu2rv45xx,26,straight,100,0,Spinner Fault,Rejoined without checking mirrors
15552,Brake Test Divebomb,https://youtu.be/eqfi4cmnuei,6,8,70,30,Overtaker Fault,Late dive under braking - no peripheral vision
15553,Apex Cut - Track Limits,https://youtu.be/so91uk18dk2,25,straight,100,0,Inside Driver Fault,"Cut apex, forced outside car wide"
15554,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/nqodibj6zgz,21,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15555,T9 Divebomb - Blind Spot Pass,https://youtu.be/b3kxn6lxnp3,42,9,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15556,T8 Divebomb - Blind Spot Pass,https://youtu.be/2ajkh8y9wxf,22,8,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15557,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/p6sm1f6nhnl,36,straight,20,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15558,T4 Divebomb - Blind Spot Pass,https://youtu.be/ulj2yfvr1am,12,4,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15559,T8 Divebomb - Blind Spot Pass,https://youtu.be/xpup84qm9b1,37,8,95,5,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15560,Exit Vortex Contact,https://youtu.be/23274wqezns,2,8,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15561,T12 Divebomb - Blind Spot Pass,https://youtu.be/84e3b62s9q7,28,12,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15562,Apex Cut - Track Limits,https://youtu.be/owydbotzgrg,8,8,90,10,Inside Driver Fault,"Cut apex, forced outside car wide"
15563,T15 Divebomb - Blind Spot Pass,https://youtu.be/718tswuooux,1,15,95,5,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15564,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/47fwd42r4te,27,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15565,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/s1b1cba5xuv,39,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15566,Apex Cut - Track Limits,https://youtu.be/ia3a7mz71vc,43,5,80,20,Inside Driver Fault,"Cut apex, forced outside car wide"
15567,Netcode Yeet on Exit,https://youtu.be/zwysjp23s1s,30,straight,90,10,Racing Incident,"Server replay clean, client lag artifact"
15568,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/0j9bkdp8p20,34,straight,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15569,Kerb Strike Oversteer,https://youtu.be/1bg0wf9plex,7,straight,70,30,Inside Driver Fault,Excessive kerb use caused snap
15570,T7 Divebomb - Blind Spot Pass,https://youtu.be/wtee0xr73mc,21,7,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15571,Exit Vortex Contact,https://youtu.be/ca32pqbso79,14,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15572,Apex Cut - Track Limits,https://youtu.be/pfvlskokaju,39,7,80,20,Inside Driver Fault,"Cut apex, forced outside car wide"
15573,Straight Weave Block,https://youtu.be/st3k1vnw1uh,27,13,85,15,Defender Fault,Two moves on straight - One Move Rule violation
15574,Track Limits Abuse Repeat,https://youtu.be/679qo9siwba,42,9,70,30,Offender Fault,4th violation - repeated apex cuts
15575,T15 Divebomb - Blind Spot Pass,https://youtu.be/1y849l99o2i,5,15,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15576,Exit Vortex Contact,https://youtu.be/otpjt0dnf5t,43,straight,20,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15577,Exit Vortex Contact,https://youtu.be/o06gxbfk8pf,25,straight,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15578,T6 Divebomb - Blind Spot Pass,https://youtu.be/iigc5bl0cnn,27,6,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15579,Track Limits Abuse Repeat,https://youtu.be/qzmpm2wnquu,40,straight,100,0,Offender Fault,4th violation - repeated apex cuts
15580,Kerb Strike Oversteer,https://youtu.be/kwodig8lhoa,29,11,70,30,Inside Driver Fault,Excessive kerb use caused snap
15581,Brake Test Divebomb,https://youtu.be/rnzjxrp4jco,10,9,80,20,Overtaker Fault,Late dive under braking - no peripheral vision
15582,Netcode Yeet on Exit,https://youtu.be/9x7vcardqwv,44,straight,90,10,Racing Incident,"Server replay clean, client lag artifact"
15583,Brake Test Divebomb,https://youtu.be/lahcdyfl1fu,31,straight,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
15584,Exit Vortex Contact,https://youtu.be/ti20uu6hkyy,26,8,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15585,Track Limits Abuse Repeat,https://youtu.be/neee7huwy2r,12,8,80,20,Offender Fault,4th violation - repeated apex cuts
15586,Brake Test Divebomb,https://youtu.be/c4asnuxjl01,10,straight,85,15,Overtaker Fault,Late dive under braking - no peripheral vision
15587,Exit Vortex Contact,https://youtu.be/jiqh8tvj9gx,36,straight,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15588,T7 Divebomb - Blind Spot Pass,https://youtu.be/3j0le2s5hxo,34,7,0,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15589,Apex Cut - Track Limits,https://youtu.be/potzueib6e7,36,straight,95,5,Inside Driver Fault,"Cut apex, forced outside car wide"
15590,Straight Weave Block,https://youtu.be/3jsz8agpb6g,48,straight,80,20,Defender Fault,Two moves on straight - One Move Rule violation
15591,Exit Vortex Contact,https://youtu.be/bvxwugjb3kr,30,straight,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15592,Straight Weave Block,https://youtu.be/8xe8dey7o0a,23,straight,70,30,Defender Fault,Two moves on straight - One Move Rule violation
15593,T1 Divebomb - Blind Spot Pass,https://youtu.be/f7thj0rqf3f,21,1,0,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15594,Brake Test Divebomb,https://youtu.be/fvbgq92f2qg,45,straight,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
15595,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/kdkt2bv9erw,29,straight,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15596,Exit Vortex Contact,https://youtu.be/yw9jbwaie4f,42,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15597,Brake Test Divebomb,https://youtu.be/gv966ekhlbh,2,straight,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
15598,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/zewc9qctlo8,13,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15599,Exit Vortex Contact,https://youtu.be/0tx61wrjqxq,42,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15600,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/c7dc190tdnr,3,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15601,Apex Cut - Track Limits,https://youtu.be/5a0apsd9hdy,25,2,100,0,Inside Driver Fault,"Cut apex, forced outside car wide"
15602,Straight Weave Block,https://youtu.be/87qbtp593z3,35,9,95,5,Defender Fault,Two moves on straight - One Move Rule violation
15603,Rejoin Unsafe After Spin,https://youtu.be/tyeh44pxxak,1,straight,100,0,Spinner Fault,Rejoined without checking mirrors
15604,T10 Divebomb - Blind Spot Pass,https://youtu.be/unrqnr11chg,20,10,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15605,Exit Vortex Contact,https://youtu.be/ukhli9sd70n,47,4,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15606,Exit Vortex Contact,https://youtu.be/c9as47q4j6a,29,straight,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15607,Exit Vortex Contact,https://youtu.be/ruw0ohiuzia,48,14,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15608,Brake Test Divebomb,https://youtu.be/mc99p9qf3ba,39,straight,90,10,Overtaker Fault,Late dive under braking - no peripheral vision
15609,Rejoin Unsafe After Spin,https://youtu.be/4e2h6t6mblj,25,straight,95,5,Spinner Fault,Rejoined without checking mirrors
15610,Exit Vortex Contact,https://youtu.be/2fvc132d4m2,10,straight,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15611,Exit Vortex Contact,https://youtu.be/2xxl2svirlj,33,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15612,T6 Divebomb - Blind Spot Pass,https://youtu.be/37109g3a5fq,40,6,95,5,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15613,Track Limits Abuse Repeat,https://youtu.be/te8p1jevier,43,10,0,0,Offender Fault,4th violation - repeated apex cuts
15614,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/xjls5oo7uqv,23,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15615,Rejoin Unsafe After Spin,https://youtu.be/0vqa9mb73ao,36,straight,70,30,Spinner Fault,Rejoined without checking mirrors
15616,Kerb Strike Oversteer,https://youtu.be/s2n628zsjl2,1,straight,90,10,Inside Driver Fault,Excessive kerb use caused snap
15617,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/m0t1x3z54n6,35,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15618,Exit Vortex Contact,https://youtu.be/c391kuki0cn,3,straight,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15619,Exit Vortex Contact,https://youtu.be/8e19wkx1j4w,22,15,0,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15620,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/qvm8sx2m775,25,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15621,Apex Cut - Track Limits,https://youtu.be/cpzkwtzzjrb,21,5,70,30,Inside Driver Fault,"Cut apex, forced outside car wide"
15622,Exit Vortex Contact,https://youtu.be/6a4tzfuagjp,34,7,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15623,Apex Cut - Track Limits,https://youtu.be/y9laf0c4p7v,32,straight,85,15,Inside Driver Fault,"Cut apex, forced outside car wide"
15624,Netcode Yeet on Exit,https://youtu.be/vatz1yo7ua0,23,5,20,0,Racing Incident,"Server replay clean, client lag artifact"
15625,Track Limits Abuse Repeat,https://youtu.be/hcugr20o3i8,21,15,90,10,Offender Fault,4th violation - repeated apex cuts
15626,Straight Weave Block,https://youtu.be/zwlqgucem6z,43,1,100,0,Defender Fault,Two moves on straight - One Move Rule violation
15627,T14 Divebomb - Blind Spot Pass,https://youtu.be/n43qta08d0u,44,14,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15628,Track Limits Abuse Repeat,https://youtu.be/6copw6efx7f,35,3,100,0,Offender Fault,4th violation - repeated apex cuts
15629,Brake Test Divebomb,https://youtu.be/creyb8byrvo,3,12,90,10,Overtaker Fault,Late dive under braking - no peripheral vision
15630,Outside Pass Late Commitment,https://youtu.be/0qu9sykanzz,31,7,100,0,Outside Driver Fault,Not visible at apex - Exit Vortex
15631,Exit Vortex Contact,https://youtu.be/u51v4tp2q8x,49,1,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15632,Rejoin Unsafe After Spin,https://youtu.be/at7z03cnpz1,20,14,100,0,Spinner Fault,Rejoined without checking mirrors
15633,T13 Divebomb - Blind Spot Pass,https://youtu.be/wgvakrw9g18,45,13,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15634,T4 Divebomb - Blind Spot Pass,https://youtu.be/7btt4aiv9xr,34,4,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15635,Straight Weave Block,https://youtu.be/b9j08i0a65z,44,12,100,0,Defender Fault,Two moves on straight - One Move Rule violation
15636,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/90ymnyfhg1q,12,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15637,Exit Vortex Contact,https://youtu.be/7xyufhetj3w,6,4,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15638,Rejoin Unsafe After Spin,https://youtu.be/01ll7qn01y5,25,straight,20,0,Spinner Fault,Rejoined without checking mirrors
15639,T6 Divebomb - Blind Spot Pass,https://youtu.be/7sjy2iq9mov,29,6,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15640,Brake Test Divebomb,https://youtu.be/gzf3kemue6n,38,15,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
15641,Exit Vortex Contact,https://youtu.be/d6z2cra57g0,31,13,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15642,Rejoin Unsafe After Spin,https://youtu.be/30lngmysa2z,38,2,90,10,Spinner Fault,Rejoined without checking mirrors
15643,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/0azry87oxcj,27,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15644,Apex Cut - Track Limits,https://youtu.be/9s5598qzmtd,11,straight,0,20,Inside Driver Fault,"Cut apex, forced outside car wide"
15645,Straight Weave Block,https://youtu.be/2vle6kl52hq,22,15,100,0,Defender Fault,Two moves on straight - One Move Rule violation
15646,Netcode Yeet on Exit,https://youtu.be/7xkduro81fy,33,straight,90,10,Racing Incident,"Server replay clean, client lag artifact"
15647,Exit Vortex Contact,https://youtu.be/yvdbpme2qoh,18,9,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15648,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/dmop8lfrrqj,32,straight,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15649,Rejoin Unsafe After Spin,https://youtu.be/5dl38kulnyl,11,9,85,15,Spinner Fault,Rejoined without checking mirrors
15650,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/1z01ux73m1d,31,straight,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15651,Track Limits Abuse Repeat,https://youtu.be/tpzirvuxa9i,46,15,100,0,Offender Fault,4th violation - repeated apex cuts
15652,Rejoin Unsafe After Spin,https://youtu.be/ssa7rclezv3,38,7,90,10,Spinner Fault,Rejoined without checking mirrors
15653,Netcode Yeet on Exit,https://youtu.be/bg64jp38k92,13,straight,80,20,Racing Incident,"Server replay clean, client lag artifact"
15654,Exit Vortex Contact,https://youtu.be/27x03ah3akn,34,15,0,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15655,Outside Pass Late Commitment,https://youtu.be/oz5bxdu29cc,22,12,80,20,Outside Driver Fault,Not visible at apex - Exit Vortex
15656,T15 Divebomb - Blind Spot Pass,https://youtu.be/vtkmb98btr6,48,15,0,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15657,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/49u44jmhvv1,17,straight,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15658,Kerb Strike Oversteer,https://youtu.be/lxq6m4be228,27,straight,80,20,Inside Driver Fault,Excessive kerb use caused snap
15659,T11 Divebomb - Blind Spot Pass,https://youtu.be/zod9aacm65s,17,11,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15660,Outside Pass Late Commitment,https://youtu.be/gyi4olert69,49,15,90,10,Outside Driver Fault,Not visible at apex - Exit Vortex
15661,Straight Weave Block,https://youtu.be/1ice9fuhkqm,16,1,80,20,Defender Fault,Two moves on straight - One Move Rule violation
15662,Exit Vortex Contact,https://youtu.be/wdvbkvd6jsg,26,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15663,Exit Vortex Contact,https://youtu.be/1a6f3r25v27,29,9,0,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15664,Rejoin Unsafe After Spin,https://youtu.be/n1ie2uz6hda,5,8,100,0,Spinner Fault,Rejoined without checking mirrors
15665,Exit Vortex Contact,https://youtu.be/w4lggnc8unt,27,straight,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15666,Outside Pass Late Commitment,https://youtu.be/504lyx6k462,19,2,100,0,Outside Driver Fault,Not visible at apex - Exit Vortex
15667,Exit Vortex Contact,https://youtu.be/h6libl0bfsm,13,3,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15668,Exit Vortex Contact,https://youtu.be/t1ns8lg04y0,16,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15669,Rejoin Unsafe After Spin,https://youtu.be/n0h0a61k1mv,6,3,85,15,Spinner Fault,Rejoined without checking mirrors
15670,Straight Weave Block,https://youtu.be/yenge0ewbib,15,2,70,30,Defender Fault,Two moves on straight - One Move Rule violation
15671,Apex Cut - Track Limits,https://youtu.be/xji746xfn1g,1,straight,0,20,Inside Driver Fault,"Cut apex, forced outside car wide"
15672,Exit Vortex Contact,https://youtu.be/zgddt8ohtye,44,12,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15673,Exit Vortex Contact,https://youtu.be/te22on3we50,39,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15674,Outside Pass Late Commitment,https://youtu.be/79gtgvndx37,45,7,0,20,Outside Driver Fault,Not visible at apex - Exit Vortex
15675,Outside Pass Late Commitment,https://youtu.be/pmlqley1eon,9,straight,100,0,Outside Driver Fault,Not visible at apex - Exit Vortex
15676,T7 Divebomb - Blind Spot Pass,https://youtu.be/eewrjk737dw,48,7,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15677,Exit Vortex Contact,https://youtu.be/vko77yz0mgd,14,8,95,5,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15678,Track Limits Abuse Repeat,https://youtu.be/xsu0pi4akjj,40,straight,80,20,Offender Fault,4th violation - repeated apex cuts
15679,Exit Vortex Contact,https://youtu.be/4zbnkdtjntz,50,1,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15680,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/t6tlxpis0mc,16,straight,95,5,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15681,Track Limits Abuse Repeat,https://youtu.be/syjyguu7wi1,30,14,100,0,Offender Fault,4th violation - repeated apex cuts
15682,Exit Vortex Contact,https://youtu.be/k0iprrhapdl,22,10,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15683,T1 Divebomb - Blind Spot Pass,https://youtu.be/4vufgvvhkm0,12,1,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15684,Netcode Yeet on Exit,https://youtu.be/ggvcetxgeu0,7,10,85,15,Racing Incident,"Server replay clean, client lag artifact"
15685,Exit Vortex Contact,https://youtu.be/9a07emcoeyy,40,15,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15686,Outside Pass Late Commitment,https://youtu.be/wv85gely6f9,28,straight,80,20,Outside Driver Fault,Not visible at apex - Exit Vortex
15687,Netcode Yeet on Exit,https://youtu.be/yz57oh02zuv,36,10,70,30,Racing Incident,"Server replay clean, client lag artifact"
15688,Outside Pass Late Commitment,https://youtu.be/kjrf2f5ac5s,38,10,90,10,Outside Driver Fault,Not visible at apex - Exit Vortex
15689,Straight Weave Block,https://youtu.be/sypicjavsnt,36,13,100,0,Defender Fault,Two moves on straight - One Move Rule violation
15690,Apex Cut - Track Limits,https://youtu.be/f93uaxcfjnk,18,13,70,30,Inside Driver Fault,"Cut apex, forced outside car wide"
15691,Brake Test Divebomb,https://youtu.be/i3r4ahjoudd,3,8,20,20,Overtaker Fault,Late dive under braking - no peripheral vision
15692,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/gtcszciml94,33,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15693,T2 Divebomb - Blind Spot Pass,https://youtu.be/kpv0i3eonja,22,2,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15694,Apex Cut - Track Limits,https://youtu.be/os39oaxf47d,26,5,80,20,Inside Driver Fault,"Cut apex, forced outside car wide"
15695,Rejoin Unsafe After Spin,https://youtu.be/u1quyhigfpo,41,straight,100,0,Spinner Fault,Rejoined without checking mirrors
15696,Brake Test Divebomb,https://youtu.be/0ptdlfj3sik,23,11,90,10,Overtaker Fault,Late dive under braking - no peripheral vision
15697,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/okm4hmzl4yw,1,straight,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15698,Exit Vortex Contact,https://youtu.be/bs5pxtdekwn,5,straight,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15699,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/toudpxl8g9l,15,straight,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15700,Kerb Strike Oversteer,https://youtu.be/8xymej345du,29,13,95,5,Inside Driver Fault,Excessive kerb use caused snap
15701,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/6nvo0f0ruht,49,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15702,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/prcu4eaaxf8,40,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15703,Netcode Yeet on Exit,https://youtu.be/r2u9r12ukhz,27,straight,100,0,Racing Incident,"Server replay clean, client lag artifact"
15704,Rejoin Unsafe After Spin,https://youtu.be/is4qpr68yan,39,12,70,30,Spinner Fault,Rejoined without checking mirrors
15705,Straight Weave Block,https://youtu.be/a3l06yj2fsb,12,straight,100,0,Defender Fault,Two moves on straight - One Move Rule violation
15706,T10 Divebomb - Blind Spot Pass,https://youtu.be/hq53kkl7ffq,46,10,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15707,Apex Cut - Track Limits,https://youtu.be/3aoo62rpjwg,32,5,80,20,Inside Driver Fault,"Cut apex, forced outside car wide"
15708,Apex Cut - Track Limits,https://youtu.be/8wjua0ema96,7,1,85,15,Inside Driver Fault,"Cut apex, forced outside car wide"
15709,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/sg1h4i0y9hk,28,straight,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15710,Exit Vortex Contact,https://youtu.be/6wvofu9cm1m,5,9,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
15711,Kerb Strike Oversteer,https://youtu.be/wercxwuc5qm,26,straight,20,0,Inside Driver Fault,Excessive kerb use caused snap
15712,T8 Divebomb - Blind Spot Pass,https://youtu.be/mmtskxdr7nf,44,8,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15713,T15 Divebomb - Blind Spot Pass,https://youtu.be/j424qb1bsk3,20,15,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
15714,Rejoin Unsafe After Spin,https://youtu.be/upjfjq8aezl,33,7,80,20,Spinner Fault,Rejoined without checking mirrors
